positive,自然拍出来的光晕！好美好美！
positive,亲，都太的阿拉斯加雪蟹腿不但美味，还很有营养哦，祝亲吃的开心哦~
negative,把深圳的欢乐谷逛完才发现，这儿的欢乐谷也不大啊。各种刺激不刺激的都玩了，相比北京的有些算是缩小版，但也蛮好玩。 玩个旋转木马坐的还是小马.... 下午真心热啊，穿半袖合适? 我在这里:
negative,新“娘”走了 这下很多浪人要失落了。。别急我过几年回去给你们当超级实习生给口饭钱就行 右边们默默的把工牌另存为。。右边胸无大志
positive,我最爱书架那张！
positive,这是受了多少委屈~~~说起“整”导演~~越说越开心
negative,哪里能汇聚用户，哪里就不愁应用开发者和应用使用量。 运营商不能为了做应用商店而做应用商店，汇聚人气的平台和策略在那里？ 网络应用多入口化是趋势。 运营商又错过了 转发微博。
negative,爱情喜剧哟2012世界末日论，你是信，还是不信呢？
positive,好！好！好！ 哈，广州大学中法旅游学院胡幸福书记，破格提拔我当专家组长，与李铭?、万庆涛、庄伟光、周志红等专家一起。我又过了一回当官瘾。有权不用，过期作废。
positive,爱，够爱
positive,?，我记得是说骑赛车（弯把的那种），好像不是骑自行车吧。照这么说，以前的人别生孩子了，都没精子了！
positive,美人们收美图了，亮的那张虚了，这张暗更有气氛
negative,尼玛今天去北京国贸某家肯德基店吃超值午餐，你知道十五块钱对我来说有多贵多不容易吗！你敢不敢来给我解释一下！
positive,赛后，选手们都不走，向评委请教呢。 我在:
negative,65kg! 因为是 双 子吗？减2斤，偶基本ok! 滚
positive,我也有份 又有好酒喝了
negative,回复呸，太远了，不来接我 神马情况？ 举个手吧，老板在这儿
negative,在甜点面前就让我们间歇性遗忘掉减肥这回事吧~回复敢学甜点的人都有强大思想呀，你是真不怕胖呀。
negative,见过有钱的，没见过这么有钱的，374套房产，房姐房婶神马的简直弱爆了。借用刘志军的辩护人钱列阳律师的名言，刘对社会的贡献真的是「有目共睹」啊。
negative,回复 啊，木有路灯的？请个免费的保镖
positive,晚餐和同学去吃的秋田日本料理，老店重新装修了感觉好大啊！菜品还是一如既往，走的美国风，时不时来试试很不错的！
negative,我也偶尔会在睡觉的时候无意识的咬到舌头 佩服 转发微博
positive,回复要是说帅楠不会吉他 不会作曲 那你就射个煞笔 泥马去世了才下出你这么个货 孙楠和汪峰比，还是差点，不会吉他，不会作曲，还有音乐理想
negative,本周巨蟹对自己的事业与未来再次陷入强烈的不安全感之中，心情忐忑起伏，最好的办法，也许是多找朋友或长辈交流。财务不错，稳中有升，但不宜理财。身体要加强锻炼，否则到处疼痛。 怒逼巨蟹~
negative,鼓楼这还有什么能吃啊。。。
positive,胆量、知识、创新老板也是这样练成的！
negative,妈妈，你可不可以不在我面前哭哦，你一哭，我心就软了。我很想让你快乐，虽然我现在想要的快乐和你们所期待的不一样。哭得我心都乱了
positive,想你了，你就回?了 报告晓松老师，这半年：拉登被毙了；乔帮主去世了，没有爱疯5；凤姐移民了，芙蓉85斤了；峰芝还是离了，冠希老师在准备新作品；广电开始限娱了，潘币发行了；城管依旧威武，国足却还是老样子；老人还是不敢扶，动车的事也没回复；我们都还好，就是没船票。
positive,俺也去。建议：报出秦洲同另一微博名的才送！ 发福利凡看过杂志来店，并报出秦老师推荐，买一送一。还有更多新品等你尝。真的啊!今天开始执行。早安亲们
negative,一早到院子里溜麦兜，
negative,现在好想来一杯呀！！！
negative,微博有风险，发博须谨慎！重惩之下必不敢为之~ 拐卖小孩的都该凌迟处死就没人敢了 人贩子无处不在 无数删博中。。 ?有意想不到的事情。?之?亡，必有妖孽。
positive,听过维多利亚的秘密，真心没听过 ，在生日这天祝你天天开心，变成维多利亚的秘密吧！ 详情:
negative,my godddddd行不行啊，娜姐都跟这鸟叔玩啦？？？？
negative,亲们，我是再坚持薄被一月呢
negative,让我们上飞机一直等，等，等，何时能起飞啊？延误超过6小时了KA906
positive,回复真是文艺女的表达方式啊。。。（你要说“一个XX毫升的瓶子”或者“一个直径多少高度多少的瓶子”，大家立刻就明白了）
negative,世界上最遥远的距离莫过于我们坐在一起，而你却在玩手机。
positive,你不会吃出一年的吧 回复 这不是虐待自己嘛？唉~
positive,美景 【博斯腾湖美韵】大美博湖，家乡的湖
positive,我们有城管咱们有什么？
negative,不数不知道，今天教练一数，我居然已经一个月没来锻炼了！先是去香港，然后展会，紧接着办公室开张，我都快时间停止运行了…今天前半部分做了恢复训练，后半部分练拳击。原来拳击的动作标准了之后，是这么累的事啊！打了十分钟拳，我就汗如雨下，怪不得台上比赛每回合才三分钟！
positive,千万不能叫大风堂。
negative,太可怕了! 小心！
negative,我毕业早了啊……想当年北大的酒版是我搞下来的……
positive,太有意思了第一次知道，扫描二维码还可以听歌哦
positive,太油菜了！
positive,在马拉喀什麦地那老城闲逛，大房子短街
positive,大爱第一串吖！
negative,病房太大一个人不敢睡 又第一次住院 厚~真?了! ??睡啦!
positive,好额，我们也很开心哦
positive,"激动人心的时刻仙山兔耳鳗鱼香螺,故地重游也仍有遗憾.日照,美就一个字,我还会再来的"
positive,最近带着两种茶：铁观音和金骏眉。铁观音属木，颜色是绿的，兰花香。这个金骏眉感觉属土，因为味道是甜的。感觉现在更喜欢喝铁观音~~~也许是因为我的土已经够大了，那为啥并不多么喜欢属水的普洱呢？也许用木克土，克克更舒服吧！
positive,好肉好想抱！！突然去俄罗斯了：
positive,熊和雪人不可兼得。
positive,旁边的奶奶好淡定啊~~~
negative,我反正不信。元芳… 元芳，你个傻逼你信吗？！
negative,看来驻北京3年真把哥伤着了回复 上海的娃奏是吵，小肚鸡肠，噜哩噜苏！！ 帝都气质，牛逼烘烘 臭气熏天！ 臭车和臭脸司机是真的！想想司机是24小
negative,A BATHING APE 推出圣诞限量特别版！！ 好想抱它回家喔
positive,设计老师说，女生比男生能多感知150多种颜色，因此大部分女生不敢走夜路。。。男生敢走夜路，不是因为勇敢，而是因为瞎啊。。。。 「转」
positive,真的太喜欢这家了，每一样都是那么好吃，真庆幸这次有导吃 大?不敢?，一起吃喝，?心就好！！
negative,输了就是输了，这么掰也太不靠谱了吧。马谡失街亭，是不是因为他手下的连弩手们不忍射杀漫山遍野爬上来的魏军？74师活下来的官兵有好几千，这种说法真是新鲜。听着很像朝鲜战场美军机枪手版本改成孟良崮了。
positive,新【#七绝 王莲#-----和接雅然】（新韵）武?含情倚?舷，紫云发髻卷头悬。绿拥月下芳心醉，嗔语芙蓉遮俏颜。/谢谢创意老师精美画图！ 多多指点哦。。。 唯我独艳。
negative,咋们命好！没事妹子！
negative,回复小余上过我们节目没喃， 我都不记得了/..
negative,看到此情此景，情不自禁的跟唱起来...巴扎黑！
negative,万恶的资本主义与万能的社会主义的区别！万恶的资本主义！求解放
negative,含泪附议。成立中华人民共和国奶粉部。孩子是国家的未来。 转发微博
negative,用胭脂虫做胭脂红染谢谢啦，胭脂红的确是容易被忽视的动物制品 素食主义者要小心了，口红啦，食物添加剂啦都可能是小虫虫哦~
positive,回复德国0-1意大利1000元、德国1-2意大利3000元、德国2-3意大利1000元。。。结果德国1-2意大利的赔率是14倍
negative,哈哈哈哈不敢直视～
negative,每逢佳节胖十斤～小伙伴们，体重还好不，同事再见面，夸?丰满圆润了没～外婆增重显著呀
negative,谁来给我一个喜欢汉堡王的理由? 要不是贪图光线明亮有空调可以花少点钱填饱肚子再坐一下午我才不要来吃这里难吃的汉堡
positive,一模一样哈哈哈哈你会这样么？
negative,粽子好吃难消化
positive,用舌头儿走回切！好想回去哦
positive,?24年后的今天总算知道自己的血型了 ??A型 ?咩哈哈
negative,回复这般奢侈的前提是什么？ 对照，无一不吻合，原来我已够奢侈。 好好 我太没品味了
negative,边路需要持续地给对方压力，需要上郜林和荣昊，这时候郑龙要在就好了
negative,头一拨儿，这还算便宜了，不过我估计这次首发依然没有大陆，大概圣诞节前后能理性些！ 操，还敢再贵点儿么 卖肾吧，亲攒钱 价真高呀
negative,回复可惜了亲～不过很快就会推出全新饕餮美食啦！ 啊呀，来不及赶来吃了，错过错过 亲们～11月底蟹宴就告一段落了，届时全新美食将为您供应～爱吃螃蟹的你千万别错过最后的品蟹佳期噢
positive,8块钱的鲍鱼加上5块钱加工费 饱饱一顿鲍鱼大餐不过就10几块 不过这味道和享受可是没有打折的。左排档右加工分别开店的设置最大避免了换货的可能 满满一桌大海鲜 大家猜猜人均有多少? 我在这里:
negative,我真的纠结了
positive,回复俺远在苏州的西部农民还没新台吃过呐，咋样啊 我刚刚也吃的介个。 被新版菜单上的美图忽悠了！那个重要味的海鲜饭啊！差点要了老命！
negative,悲剧的一号线………………
negative,回复谁让你假装文化人印繁体字的就没校对一下么
negative,2012年2月7日这一天，有三位高人都说我瘦了
positive,找出一堆小时候的发绳，好可爱，留着留着
positive,回复帆姐火爆…… 你未婚啊！ 帆姐 这是什么节奏 我是用手的！ 单身的这么多？10分钟100多人！
negative,小马哥这是怎么了？？也没失恋啊
negative,杰克吴 《传家》是一本很好看的书，特别值得一读，更值得收藏。家里养闺女的应该为孩子买一套，留着，她长大阅读，对孩子很有益，真心推荐。
negative,我要是白金会员就好了
positive,回家吃饭，满满的都是豆。。。。
negative,今天血管喝多了，喝快了的后果就是，肿了，疼
positive,美味火锅即将进入尾声，感谢大家的热烈支持！新一季的北京雅乐轩将推出更多美味惊喜，为你带来炫酷感受~有机会一定要来我们雅乐轩入住体验一下哦~~~各种潮流元素定会让你觉得走在时尚的前沿~~~~
positive,我有一双善于发现美的眼睛 我在:
negative,政策和策略是党的生命 好感动
positive,很壮观在科技馆南侧 造雪的这个地方是在公园哪儿呢？ 这是在制造欢乐 这是在制造浪漫嘛 造雪
positive,回复然后mt可以出一本书叫做论面 我和你一样 姓杨 孔圣人 这个不宜公开场合讲 听说想读我博士生的小朋友们很踊跃咯 抓紧啊 我最多研究生3000 博士生72
positive,我差不多有一年多没去他家了。江湖上的后浪太多，我快不记得还有这款不咋样的前浪了。 西湖春天根本不是港式菜，又贵又不好吃!如果不是就脚根本不会考虑，情愿去金牛坊吃牛什河，炸大肠也不会去西湖春天。
negative,我的泪流下来了......
negative,我强烈投诉香港迪士尼这家叫Pizza Inn的餐馆，带两位八旬老人和两岁小孩吃饭，19点50进店，点了餐，一直没送，我看就餐人多也没问，到20点20，小孩饿坏了，叫服务员问。服务员反问我点了什么，说根本没我的单子。叫了经理来，也只说我们保证10分钟再上菜。
positive,漂酿！
positive,回复 半包围结构～ 回复 Leon哥哥来hdtMEDIA检查工作？
negative,哇咔咔
positive,呵呵，存钱赶紧来~哈哈赶紧给我勤俭持家存钱去！
negative,【你敢?？】 以?山??名的日本富士急??，今?六?推出全新的「高??」(Takabisha) ，?道??全世界最陡斜，全?1000米，最高?速100公里，完成全程只需112秒，最刺激是121度直插路段，有?有真相！?友沙?在GOtrip.hk上分享了??介?：http://a0O8eI
negative,一会就要去机场啦~ 出来吃烤鱼。这回是离家近的巫山烤鱼。味道也不错！第一次凌晨飞往另一个国家。所以戴着近视镜飞机上睡觉吧。结果... 总戳眼，于是，一时忍不了刘海频繁的戳我眼，我又抄起剪子给剪短了。
negative,到现在都没解决！ 既然有个这么大的bug，怎么好意思发布出来的。。。
negative,连看两部电影。。。结束了这个点了
negative,还是从1949开始吧 ，
positive,！ 哈哈哈哈！这个不转不行，笑死了！雨被领导们吓回去了！
negative,蕾一天没出门，这二半夜的又渴又饿
negative,什么情况？ 无意间看到一张历史图片，顿时无语……
positive,一看作品就知道的悟性很高呀！你在香港看到了吗？观众把这道菜做的多好，我们的节目已达到“为人民服务”的效果了~~
negative,求求大家不要再问我圣诞节怎么过了
negative,我那时，会听谁说呢？
negative,咔咔，感觉你和小胖有神雕侠侣的味道出来了。 回复 :矮油 介里的天气的确很干 我的皮肤都干啦 8过 天气变冷了草当然变黄了 并不是因为干 // :草原看上去比去年还要干，雨水太少了，看不到一望无际绿油油的草原，那才叫壮观！
negative,我桌上有烟随便抽酒没事儿，越老越陈，就跟咱俩似的
negative,回复 撞了我换就行～ 呵呵，头像撞了
negative,唉~有表面的风光，就有背后的黑暗。 一个银行，金融业，宏观调控，社会发展，等方面的侧影…
positive,亲爱的，你家牛牛舔了我一脸的口水
positive,好新鲜的桃儿，最爱脆的~~
negative,人数又上升了生命真是极度无常，你根本不知道下一秒将会发生什么！回想06年春节上里古镇游玩，印象颇深！雅安有三雅，雅雨雅女雅鱼，茶叶也好。古镇石板铺砌的街道在细雨中泛出光亮，街旁有许多大树木质青瓦民居错落有致，一条小河流经古镇，架有10来座古桥。韩家大院保存完好雕刻精湛，保佑雅安！
positive,嗯，等待真相…… 求真相 我怎么觉得比末日说还不可信？ 真的？ 这个可以有 据说是地球和太阳的磁极将会同时发生逆转，备好蜡烛及食物呆在家中抱头大睡三天！
negative,美食大逆转！观众一勺盲品判断电视节目里三名导师的厨艺！居然尝出炒饭里有“饭”的味道！我在这里:
positive,哈哈哈，有点夸张吧 所以说中国人牛逼啊。。。// :
negative,回复己安排志愿者跟进!妞妞，不要怕。 家人没有尽到监护责任，还不要孩子了？？？岚姐，立法希望在哪里？？好心疼！ 转发微博。
negative,永州之野产异蛇，黑质而白章。。。触草木，尽死。。。以啮人，无御之者。。。。
positive,西单店、五彩城店、爱琴海店通用。详询：400-608-2000
positive,此狗名叫小贱，2个月大。3月9日中午于人民路四中门口走失，3月10日找回感谢 老邱发微博寻它，所以才找到的～谢谢帮转，哈哈，今天本来我死宅被窝来的，然后听说狗找到了就冲出去各种抱抱，因为狗主人就住在我们客栈啦～看大图～可爱吧可爱吧可爱吧
negative,【攀岩者躺椅，你敢坐吗？
negative,永远的神 永远的队长
negative,按潮流循??? 大屏幕手?朝代?束後小屏幕造型有可能重新?起 ?屏幕置?的玩意勾起了我?呼?的?念 ?上?了根看似?屏?的小棍 不能是配件吧
negative,心永远在一起。 祝福
positive,幸福浪漫创意小房子存钱罐
negative,哇，蔡康永都关注美丽说啊。
negative,好像全校，十一只有我们班，不放假。好开心啊。 我们的学费交得好值啊。。。。。。L娄大阳阳Y
negative,中午吃饭，一高中生走过来问我：「阿姨，能换个位置吗？」生气...
negative,"回复 如果您猜对了封面,可以私信我地址,我给您寄杂志. 要不要我也给您私信一个地址呀 应该是择字"
negative,看大家吃的这么开心，很欣慰。
positive,今天，你是否出门流浪了，去安置内心那颗不安分的心了？晚安。
positive,几个意思要是这样为了老婆也要重起来！
negative,只看眼睛，就知道……其实，我不是亲生的……《温州一家人》大结局，忍不住好奇先看了的人表示
negative,求?！ 这样的图像，见得再多，也不至于象某个城市的名称一样高频率出现令人作呕。嗯，心情好了点。
negative,可怜的没买到票的我大家买到票的，周末两天都用什么网站抢票的啊
negative,?人都在休息室吃早餐，只有我在化? 我在:
negative,有钱能使磨推鬼 ~ 我只想说 人民日报这么大的coverage 这得算多少KPI 啊
negative,你们就知道蹭吃蹭喝明天不烤啦！等明年吧！ 味道真不错啊真呀嘛真不错～～～～巴扎嘿！
negative,真的很?心大家在一起~
positive,特别喜欢原木风格。你喜欢这个风格吗？
positive,大白豆儿子，干妈爱使你了~谢谢亲妈和以 为首不靠谱的众位干妈们的祝福！我争取早日弄个娃出来，和的娃们成为情敌！
positive,我为大航海时代投票噜，十几年的航海情结呀，地理好好！
negative,爷们，纯爷们不离不弃的陪伴。
positive,祝贺小驰恭喜恭喜啊哈！ 好消息好消息，恭喜星光班的童鞋顺利入围由海蝶音乐和新加坡星河（Starhub）重磅打造的新加坡今年最大的选秀活动＂明星学院2012＂终极14强！
negative,世上最令人伤心欲绝的背叛就是....你去年买了我的月饼，今年不买了！！！
negative,梦见《数*之*》的封面打在康熙来了主持人的手卡上，大惊。于是见人就问，怎么做到的。无解，吓醒
positive,小吃货一只啊之设计
positive,大湿报机票，啧啧啧！ 听说有大师报机票? 求组 咱们之接奔着pai去吧，还有要组团的没，艾大师报机票了，抄送著名的盖踢摄影大湿一会儿买机票去，要不要一起？
positive,今后开会－只能裸开了，，你还带表，你还穿衣服？光着开会，不会曝光了吧？？ 以后都不要戴表了！
positive,【柳岩出写真？】 出了新书《过得刚好》，这不，本期节目一开始，便和放下狠话，说要在年底出一套四位主持人的书籍套装 还现场吆喝起了，争取出一本写真集，到时候再加上，一起回馈广大观众。
positive,想要问问你敢不敢，像我这样为辣痴狂。想要问问你敢不敢，再来西江吃脆肠
negative,英国人真是孤陋寡闻，不说宋元至明清的大家山水画，就赵佶那幅瑞鹤图就随便秒杀第一、二、五这个好玩。一比较，我发现梵高的天空我最不喜欢转发微博。
positive,豆果喊你免费试吃啦~数量有限，赶快申请咯~
negative,"我呆过超过半年以上的城市中,珠海停电次数最多,并且都是没有预告的,比如现在,我家第若干次停电了,不知何时有电"
positive,让洗澡水汇集成两股水柱往外喷，本是哭泣的画面也立刻能够变得喜感满满，酷炫至极！
positive,Toast Seeking Warmth Lookbook！森森的味道，太迷人了~【私享穿衣顾问微信：FashionTalent33 】
positive,调皮！ 猴子……
positive,恭喜李安导演
positive,没觉得冤就好
positive,恭喜 希望今天会有幸抽中我们酒店的粉丝哦 #分享假日体验 赢悠闲假日#恭喜今日中奖者，你将获得北京区“假日酒店”双人自助餐体验券1张，请开放私信功能，以方便小编和你联系。谢谢你的体验分享
negative,Hk特色就是冷?大的要命。。。。?shi我了 我在:
negative,这个%*#
negative,要把我们拍大一点的嘛..主页君认了好久才发现在右下第二个...
negative,知足常乐！谢谢鼓励，人有时会莫名其妙的感悟自己的生命
positive,敢情是在您肚子里了吧！
negative,兄弟 小心步子迈了太大 扯蛋高难度
negative,我又不争气的哭了…真煽情 很高兴这个故事里有你们
positive,关于春运的漫画?????? 最后获得冠军的是。。。。
positive,好想法！
positive,最美丽的意外
positive,全懂了！明儿你就把你的Birkin给我，我给你一个菜篮子！ 人家八十年代就这么玩了咱也都换成菜篮子吧 菜篮子要火！
positive,回复很多吧
positive,这张正面点吧！感谢法国蓝带美食协会授予的最高荣誉（总统勋章）
negative,跟踪iOS百度3.0的反馈，看到几个1星评论哭笑不得：【没有某个小功直接差评】算合理但请赐予时间；【网站地址失效】这个应该去投诉网站；【最搞笑：我就是不爽百度做】你让谷哥去做个百度出来！【最离谱：这是要去360的人做的】直接?了，老周救命； 水军团，扒榜大爷们，不带这样低级黑的~~~！！！
negative,zf去死吧！
negative,阿里巴巴官方透露，该流量免费计划首批覆盖包括广东移动、江苏联通、浙江联通、湖南联通，届时对应地区的用户提交手机号即可领取免费流量包。 没有北京，没有上海，并不是江浙沪包邮。
negative,不离不弃 傻逼主人！ 好狗狗！
negative,哈哈，有这么二的导演吗～？？？ :这倒是一出好戏。而，需要了解的是，潜就能上的戏，都不会是什么好戏。每个行业都有其黑暗和明亮的两面，无法一概而论。
negative,又到了每月一次的开奖日，两年多了，每月26号我都期盼着不再见到“审核通过”这四个字，结果今天又见到了。
negative,赞成 本就是该关机 飞行模式在任何起飞时都是不可以的 想出名，在飞上闹事儿，还写微薄骂人
negative,虐狗的都不是好人~~
negative,接着关注，后面还有惊喜呢!
positive,UCloud，创业公司首选的云计算平台，我们联合了等公司，为您提供一整套的解决方案，只有创业公司才能深入的了解创业公司的需求，中国的创业公司联合起来，一起创造我们的未来
positive,?最后两个小家伙太窝心了
negative,高尔夫真心不适合我
negative,历来怕猫的我也被森森打动重点是那只镜头感超好的金毛…做好心理准备。
negative,靠，丧心病狂，我大延边如果安宁，岂能容你在此造成！抓到必严惩！
positive,感觉得出永福寺本身水平很高的，所以过程中我很礼貌，跟着拜了。是那女人脑筋有问题，两边哄弄，这边和我说去看风景，那边和寺里说有朋友要来拜佛。结果进了佛堂我才明白，但这种场合我一定会保持最起码的尊敬结局竟然不是劝你花钱烧高，祈福保平安之类的??差评!
positive,哈哈哈哈，那些身材走样的妇女们，你们敢去见初恋吗？
positive,亲~您没跟着来两下子么？
negative,??辛苦，你?瘦的。。。
positive,里面有我不少观点，还是值得大家参考的，谢谢认真的笔记上次我们聊到的。
positive,那个年代很美好
negative,工作到现在…好饿！
negative,三里屯西班牙小店有卖，后腿肉378元100g。 怎么带进来的？帮我再跟海关确认一下 Cinco Jota 也叫5J，产自于西班牙小镇Jabugo，48个月的最美味！ 董老师口服不浅啊！
negative,我只跟美女一起，可惜丽江无美女 我在:
negative,哈哈 我也觉得像是说你…
negative,看着都累 ！！每天分享图文、视频教程，更有顶级营养师的私信专业指导，瘦身很简单，快来关注
positive,和扇子娃一样的萌啊！额滴神啊，扇子娃好喜欢这对宝贝哟！
positive,带着妙包和果冻来看老白了。老白各美妙的被挠，享受极了。请看好戏。另严重感谢
negative,就这智商还当县长呢？整个一白痴，这下篓子捅大了，乌纱不保
negative,爱到没有自我了？
positive,哟，眼熟太有喜感了。转发三。节日快乐！ // :哈哈哈哈哈。我才看到，这张太欢乐了。符合过节气氛。
negative,Yeah！准备好泳衣！都学会了呢！我今天去医院检查出颈椎也有问题。只能游泳 你教我我被人鄙视了… 一定要转给你！！ 你再不会就OUT了。。
positive,哇卡卡！我最喜欢听她的歌，淫唱无敌！
positive,应该把帽子拿了 哈哈，被葛老总认出来了，为艺龙事业倾情跑龙套，号召大家“订酒店，用艺龙”！第16秒看到你了。 哎呦 不错哦 出差或旅行都可以赚钱，这次你
negative,我又要想我家PETER了
negative,"感谢大家过去一年的关心和照顾，虽然还是没法带一个回家，但再见2013,请大家容忍我以一个土豪的造型表决心奔向2014吧！这会还在上班那"
positive,是LOLLY不??下你吧!!
positive,都是大佬 左边是谢博士（环境咨询界大佬）我可是近朱者赤了，谁也不许说近墨者黑
positive,原来你这么恋家啊
negative,想起我但我?份食 吃?抹茶蛋糕??上想起?位M小姐！
negative,我想我想我想要照片！！！晚安！
negative,好吧..== 又是满屏幕的JYJ首尔演唱会图....TAT...哎... 神马时候来帝都啊`??? 我等着呢.....
negative,以前我回家，我妈总会说我，怎么瘦了这么多，瘦的好难看，不要再减肥了
positive,回复喜欢！ 哈哈~谢谢！旁边红点是我在把要吃的标在地图上。前面勾勾打好感觉没有地图方便呢~ ?真?心！ ?色的全是主力做外?而不?堂吃的店子。
negative,各位友友，认清楚我是那只比较胖的狮子喔！ 容易?？美食品委?
negative,还真不是！最起码，他父母没带他去拉斯维加斯或澳门，而是去了一个对孩子来说比较枯燥的地方，估计是想让他学习，没想到铸成大错。“这户人家，能带儿子去埃及旅游，还真不算低素质游客……”这话说的，素质高低的判断是以能否出国旅游为标准了？
negative,抬头看窗外，发现是我不熟悉的街道。坐错车了！43又被匆忙的看成53路了！
negative,借用外力？因为其投放了新浪的广告，新浪就成了删除围脖的帮凶？ 你删了微博，删不掉我的怒火。
positive,你会是这80-85%么，俺估计达不到标准
negative,坏人哪！太缺德了！要求严惩！不得好死！！！！妈的！！！什么事啊 +1这就是来建设北京的~求严打！真可怕！人心叵测
negative,吃货无国界！牛腩君为啥看到什么都想吃！吃！吃！
positive,广发英雄帖 比武招亲~ 哇塞！兄弟们昨天都干嘛呢？ 老板娘那句绝不是一般般的男人可以降服的，这得了解她的人才能说得出来实话。仗义，大方，讲理，懂事儿，哪个爷们儿有气势能压得过，来挑战下小白姐姐
positive,如果从空中看日本东京，会不会更恐怖？
negative,强烈要求
negative,上班累
negative,最新消息，还有一个名额啦 SCAE 咖啡豆的烘焙-预备课程and 金杯课程 北京798艺术区的751动力广场的独栋小楼里 在哪里？
negative,你们晚上能不能别发这些？
negative,我和好声音真的没缘分，你们加油比，明天我去百度音乐听
negative,第一排中间的凹槽设计应该吸水性不错！国外的卫生巾，见过吗？
positive,祝老爸父亲节快乐！！平时错气来西，通个电话倒觉得老爸异常可爱，哎，还是有爱的我。 朋友说我老爸像那美人阿凡达来
positive,云南菜终于走出国门了
positive,爬山前的储备???
