positive,jumprope session cancelled. i gotta watch Another Cinderella Story @ YouTube. if it finishes before sundown i might jumprope.
negative,I hate when its beautiful out and i cant speed on the hwy!   &lt;3kels
negative,Mood: bored
negative,@anhicaluvsjonas  how come? xxx
negative,"I'm sad because I know if I were a celebrity chef, I would be Paula Deen. I love butter!"
negative,@MomofFaith Oh that SUCKS!  You should write Wal-Mart and complain.
negative,thunderstorms tomorrow apparently  dnw
negative,@tevi well it's for mac  which makes it not awesome
negative,@EmilyHeinz.. We don't wanna stckam anymoree
positive,had a good day.
positive,is sooooooo Relaxed!!!!! What a great day I had
positive,"@mdoolittle .. That had to be FUN, fun, fun!"
positive,ahhh got u.s history at 12:30 lol she better help me yoo
positive,@justingimelstob why don't u have a radio show yet..? u and Jim should start one up
positive,I was in the gatheration spirit inniiiitttt! A week to go till ESS OH VEEE
positive,"@kirstiealley I teach teenagers, and they are&quot; agering&quot; me! perfect place to work on patience and grace. Use my outside voice , a lot!"
negative,@mayaREguru sorry didn't mean to ruin it -- was just watching when @LesleyLambert tweeted that they were in!
positive,@_CrC_ Saw you in some vid from last night.  Also @colorblindfish !  Ya'll were rocking it!  Have fun tonight
negative,"Damn. Missed #Chaser tonight.  Stupid State of Origin football.  Last season, too.  Didn't want to miss any."
positive,@CHRISDJMOYLES Strictly Come Dancing Strictly Come Dancing Strictly Come Dancing Strictly Come Dancing Strictly Come Dancing Strictly!!!!
negative,last day alone
negative,im so in love with Rick Ross album bt right now im jammin Ciara - wanna ham sandwhich to kill this pain im feeling -
positive,Thx for the #followfriday @12C4 @mdwillbefamous
positive,@chilvia My MOM has paypal.  LOL I'm so lame &lt;/3
negative,@lindsyaw I wish  I have verizon and want the iPhone SO BADLY. Sucks :/
negative,"@Chuck_st_chuck Oh no, so you went to get her and she didn't need you! You have had a poo day. Wish I could somehow make it better."
negative,wants to tell you all about my wierd dream. but it wont fit in the 140 limit
negative,eat something is what i'm desperately needs rite now
positive,@gopascarlos Hey dirimuuuhh! How's ur wiken? Hope ur enjoying it!
positive,@LOPchelle Ill txt her and let her know. Thank you for your help.
positive,@soulboykirk how are you tonight?  *HUGS*
negative,"Yay, 30% of the app's users updated to the working copy in 24 hours. I don't think it'll reach more than #8 in the top utilities though"
negative,had an horrible day   this weather duznt help either lol x
positive,http://twitpic.com/7jefm - Good morning everyone... its late but who cares.
positive,@dmbsredhead yo!
positive,dinner w dad...yummy  n he totes understanding naow! offf to st lolol to habgz for a bit bleh
positive,(Sigh) Busy day is finally over. :-/ ... G'Nite Tweet-Fam!
positive,Back from having a very yummy lunch
positive,Getting closer and closer to summer
negative,I feel so HUGE and still have 12 weeks to go.. I've seen teletubbies that are skinnier than me!!!
negative,"@JackAllTimeLow you must be more careful you could have been torn apart out there, or at least had your favorite shirt ripped off of you."
positive,coronation street
positive,www.proq9.th8.us Ranking Minneapolis: Fit or fat?  Lets all go for a bike ride tonight!
negative,@britttnicole Jbs youtube account got suspended?? I wonder how!! Now all there videos are GONE!!
negative,"Can't breathe, heart beating fast, need air, getting dizzy... Sounds like I'm inlove, but I've done that! I'm feeling sick"
positive,@LuciaLillo Thats so true but wuth old bones it kinda sucks to play sometimes..lol  but nice words of encouragement
positive,"@sandgaijin unfortunately after time, people can lose their voice. Look at what happened to Robert Plant. Eddie still has the energy"
negative,Ummmmm I got stuck to a fly trap  that was gross
negative,Having nothing to do  So bored.
negative,texting with tom...i miss him
negative,Wondering where Sabrina is and why I had to lay in the pool all alone
negative,@Rowdyeh it is bad news  and now you have tweeted #ChrisFlu you have got it so sorry  means you gotta twitter all day
positive,@Tyrese4ReaL damn i wanna go but im not in LA.. you should have a party ion NY i will def attend
negative,I've just dribbled it all down the side !
negative,on my way back to the ville  wish i could stay home...
negative,@LaurenOlson and @sgricci thanks for having me over for LOST. We'll have to do it again..... In 2010!!!!
negative,@dabinion Are you at fox valley?! I was gonna come in and get a car wash/visit you but it was past 6:00 and service is closed  sad day..
positive,im going to watch the MTV movie awards becasue of new moon trailor... soooooo excited for it i can't wait yaaay
positive,Just thought you'd like to know there are 640 calories and 33 grams of fat in an Aussie burger   Hope you only had one!
positive,"@Pammer777 Sorry to hear about the sinus infection! I hope you feel better soon! I hope you like Deadly Intent, too!"
negative,I sprained my foot. It hurts like hell. Can't walk!
negative,@GullyFresh  hater....
positive,@The_Best_Biish Oooh! Haha... Amber who? And nope. Not Amber
negative,"blerg, the heat destroys me"
positive,"Good evening night owls! You are ready for the ITEM of the DAY, right? Well it happens in 30 more minutes... drink coffee... stay awake!"
positive,House of the dead 2 &amp; 3
negative,@HOTtamaleTRAIN I do not envy you one bit. Such a hard decision to make.
negative,legs hurt.....can't believe I did squats yesterday.....first time since college...boy am i weak!  (and it hurts to walk up stairs  )
positive,@ClassikBeats Good luck
positive,http://twitpic.com/6bcvd - @XO_SUFI_XO Here's a close up
positive,@lucindaaxo thank you
negative,"@wabbitz18 nope, its coming out june 2, sorry   15 days awayy"
negative,@ABCDianne It was an accident I swear
negative,@InsidePorn  i was clicking thru his pic for the past few years and then the bf pic came up  thats y i sound bipolar  just for your info
positive,"@mimypzz I'm fine too.  Really? Baby, don't worry, be happy! haha"
positive,@heystephj had a date with NAF.  We will all have new facebook pictures soon
positive,"oh right, i was going to bed. good night all"
negative,@BlondiePicPic oh trust we can cripple walk with the best of them. fuckinnnnn love that jam! shmonis pool dance party! sans shmoni
positive,"@KeithDriscoll No problem, thanks for the great link!"
positive,@willrayraf Phew!
negative,building under a water boil alert. no drinking water or coffee  drank my last can of cream soda yesterday. things could get ugly people.
negative,@ a random bar in nyc about to go see JT but missing my old life
negative,Strange... and probably sick.
positive,I am in school for Radio Broadcasting. Can any of you DJs out there share some advice please! Or maybe have a PT job that I can have?
positive,@Q_Element Perhaps I should volunteer my services as a sex toy until Alabama laws are changed.
negative,so very hot n humid in st.louis
negative,"no, unfortunately."
positive,&quot;And now there's a gun..&quot; Such awesome lines this week.
positive,aaahhh. fleetwood mac concert in berlin in oktober. i need to go there
negative,Just got home from Shaws. I miss @KaitlinCalk!  Work in a few hours. OH WHAT JOY! Not.
positive,watchin i love lucy
negative,Pool party was fun until I found out I had my phone in my trunks when I went back intyo the jacuzzi  Phone is finally dead...
positive,@smackthis still need those energy shots?
negative,@HeatherElectric please tell me you havn't got into that  xx
positive,#spreadloveday lets make it a trending topic and follow @YoungQ
negative,damnit the weekend is friggin over!!
positive,@vansunder is up! Time to make the pancakes!
negative,going out for a little bit. effin ear still hurts
positive,Can't sleep. Watching &quot;Terminator Saved My Life&quot; on Discovery Science with David Mitchell narrating. Some impressive amateur robotics
negative,@MikeOkeefe I'm not.
negative,hmmm.. miss my mommy
negative,still sick  cant shake this cold
positive,tanning out by the pool  cant wait till summerrrrrr
positive,@DiegoTrashcan I'm on shuffle it's on clubland classix pmsl.
negative,@LITTLEWINDMILL Whose funeral?
negative,"ok I just got soaked by a car  waiting for the bus, im ill D:"
positive,Is going to bed so I will be all rested for yoga in the morning with elizabeth
positive,"@erinlouise @Miss604 being a fan is certainly not about being attractive. But, if you like the pink, to each their own  #canucks"
negative,@KBLOVE901 me too. I hate food that my body didn't agree wit. So I'm running to the RR er 15min.  we sick!
positive,@Kimber_Ann I call that a total *win* .....have fun out there
negative,why does god hate me?
positive,Ã¢â¢âº love the background picture on this page &gt; @PV4m3C  lol
positive,@mymindisasafe WELL NO BUT HE'S GOING TO CANADA TOMORROW WHERE HE WILL GET IT AND OUR SCHOOL WILL BE SHUT DOWN
positive,I've been asleep for more than twenty-four hours. Mission accomplished. Sleep maybe then wildwood with the usuals!!
positive,Can't wait to see Niki's haircut!
negative,tired but cant sleep boooo
negative,"@HayleyyFitch for his show the fifth with jordan, but I'm obsessed with metro station and he isn't coming to Chicago with metro station"
positive,"I'm going now, night  x"
negative,sitting at home 1/2 asleep watching tin tin and resting up  #fb
negative,Just woke up to straighten hair...I slept at 2. FML.
positive,"has a full night trading cars, taking back cans, deme to paint and wash millions of carts, running, hanging with the friends"
negative,@KellyRuthxo I used the same dye I used on my hair but its gone darker than my hair does  I hate my roots too
positive,"@Broooooke_ omg and you never would believe what we did. ahaha, i loved it. but it felt like a movie, but REAL!!"
negative,"@twfeed got one feed working, @JayAndSilentRob, but this feed isn't. Trying different settings &amp; looked at forums - help!"
positive,@nick_carter Your weird. The end.
positive,@ltizz I do that every time I use the bathroom
negative,it feels like it should be 5 in the morning! aw man i'm all out of dvds to watch
positive,"@emvidaltx Buenos dias! Sounds like u r eatin d breakfast of champs? cereals, Wheaties?  Enjoy yur day!"
negative,"I have to go into town, really don't want to at all"
negative,i have a sunburn all over my bodyyyyyy
positive,@TwilightNewsMan Thanks for mentioning me on #followfriday! Tha's so sweet... I'll let you know how the Twilight event went...
positive,Getting ready to go and see BeyoncÃÂ© in concert at the Echo.. IM IN THE DIVA ZONE!! ( Right next to the stage! ) Cant wait
positive,"@leespoons Brilliant, I'll donate and download this evening"
negative,@EvilNanny I have had this migraine for over a week and it is getting to me!!! I have tried everything that usually works and nothing!!
positive,@Kristinaaaaaa  ...Annnnd welcome to twitter beautiful!
negative,She never called back!
positive,"iHazFoodinMyTummy.  Yay. Now time to do homework, egh."
positive,Going to lift weights and then do some swimming  Be back later...
positive,@_everaldo Entourage *has* a really ugly interface but the app is quite useful. Microsoft did great work here. (Not *a* great work)
negative,"Man, I don't know if I'm going to end up having my birthday party after all"
positive,@TeenyMCR Haha I'm 18  Even if he doesn't marry me tomorrow we will definately make babies.
positive,@JamesPMorrison Do you miss 24?  I hope you still get time with all your friends there.  You are MISSED!
negative,Nothing in TV I wanna cry
positive,top banana  @_davelee what's battle royale? anything like the film?
positive,@twinkle47 Ha ha just slightly! Think I'll have to concede defeat
negative,"in less then an hour i will be taking a fucking midterm, lucky me! n in 2 weeks a final  but after that Aruba bound =]"
negative,"@StephenRinaldo ta mate, I'll get down and gran one. Been waiting on one in the mail"
positive,@RocketMinx well done Minxy!
positive,"@TABItarot Always, ALWAYS take earplugs when camping! My golden rule"
positive,Straiightniing my haiir  !
negative,@PaddyMustTweet &amp; @shondarhimes I SECOND THAT SHONDA! We miss you!
positive,"&quot;got that super soaker, pussy pop like cola coca plus it's tighter den a choker, got him smilin' like the joker.&quot; my nicki fix."
negative,@superblue unfortunately not at civic camp.
negative,The voice of Mickey Mouse hath passed away  http://tinyurl.com/ocq37g
negative,@spoonerist And I'm losing control
negative,also who invented chemistry and why do i HAVE to do it its so hard no 15 yr old girl should have to do it
positive,mum just made me cry coz she said something so sweet to me  i love her so much! MUMS ARE THE BEST!
positive,Elemis Lime &amp; Ginger salt glow...Oooo...Silky
positive,has A LOT of energy
negative,Svu. make up and work
positive,"arrived and the first thing you hear is, hello kenia"
positive,i'm such a douche bag sometimes... and sooooo neurotic. and a dork... and i overcomplicate everything. but i still love me...
positive,@Fenners Thank youuuuuu! I think so too!  &lt;*&gt;&lt;
negative,STILL got a bloody headache
positive,"@ChiefCatalyst No problem, tried to find something I thought may work for you"
positive,"dude. rubios, coronado, downtown, crazy bum, hustlers, Hotel St. James, Baja Bettys, vince taking my camera.... gooooood day"
positive,"Wednesday: Sunny, with a high near 69. North northwest wind between 3 and 7 mph. lookin good"
positive,website is online again
positive,@Pierre_Em thanks for that - design was all me!   Will add the contact (oops!)
positive,@WensdaiDarke could you tell me
positive,watching a night at the museum
positive,@maybellinete same to you
positive,@Miss_Hollewood will do!! i like India Arie anyway
negative,I am a warning beacon reminding the fair skinned of what happens if you don't put your sun screen on (even if its quite cloudy)! It hurts
negative,"@Dippersuk Aww, you were not able to do the birthday song?"
positive,@JonasAustralia pleasure!
negative,Trying to be less unwell...
negative,Have I mentioned this bus was sloooow? on it for about one hour now
positive,@emmaawatsonn No sweat  Besides you shouldn't listen to Doubting Thomas. We always love your tweets
positive,"@BTeneshaB Oh, a friend of mine that's feeling a little down."
negative,I want my lip pierced so bad  -_- pack my bags mum
negative,"@alsutton BAH - QuickPwn Mac only, no Windows at present"
negative,"@cathy_cochina40 lol I know! I feel like a bum! But yea I couldn't sleep!! All the guys, their crew, n the band were tweeting!!! Hahhaa"
negative,gotta run down the street in my pyjamas with a toothbrush in my pocket  embarrasing.
negative,@QDOG8 commands &amp; Nike + (useful for my workout). Ur right it looks the same. It wasnt a major upgrade  but its still better there4 I want
negative,Friday ima be without the only stable thing in my life
negative,hates having a dead phone  needs someone who wont quit me.
negative,"@hmdavid I have no idea about the car thing overseas. Somethin to check into tho! He has mil id, gear, and orders. He leaves 2mrow"
positive,@MyAnnoyances thanks Matt &lt;3
positive,@Mag1979 i'm feeling a little better. been taking it easy today
positive,slumdog millionaire in bed with some cinnamon apple tea
negative,@iamcheerbear I know  It fucking sucks. anyway you can get a fake id or something?
positive,"@ddlovato Already have the slogan: &quot;You'll be the DEATH of the party!&quot; or &quot;So good, it's DEADLY!&quot;"
negative,Almost $400 short on cc this month. Awesomeness abounds!
negative,"Aww. People are so ignorant! Making fun of people because viewse different, is totally wrong."
negative,@x_sweetkaos_x gosh ur as tall as me!!!! I'm short
positive,"A bit more work to do, then taking my son + his friend to Dave + Busters tonight.  Its fun to be the cool mom"
positive,@RaisingLuna You should send him funny videos too.Maybe he writes back to you too.  Rob writes back to me often too.They are both so nice.
positive,Oh that Kate... those people are going to hell !!!
positive,@kiyanwang you're on form today
positive,"@melissagouge hahahahah!! And no, I wasn't home but I can make my way there anytime you want movie night"
negative,"just lost, so this weekends tourney is over  Better luck nxt week!"
negative,Im going to fail my maths exam - I dont understand any of it
negative,@girlygirlsheen thanks..she passed away at 3 today.
negative,Rockband Wrist  But I will soldier on.
negative,haven had breakfast/lunch ...
negative,@paynematt prepaid broadband - not overly happy  just signed up for iiNet
negative,Ohhh did you hear about that plane that went missing?  shiiiiiitttttt.
negative,@KMC1121 Hey good morning bud! I expect Twitter to pay a special Bday tribute 2 me  and work on ya vocals now #nofakery lol!
positive,"@weareinvincible :tehe: Brendon is 22, and Shane is 29  OMG I knew that off the top of my head.... /stalker."
negative,is having a terrible headache..  http://plurk.com/p/11lol7
positive,i love 'aw yeah' by the grates
positive,@ummm_Stacy So for which colour did you decide?
positive,"@MBLydia oh i sure did, best bday present ever! lol but thankfully it was the nicest paper ever so, phew!"
negative,@jayremy901 actually I can't shoot anymore my booking manager just told me I'm totally booked that week. Sorry
positive,@NotJennySanford Excellent. hope you enjoyed the show.
negative,"@vsmama,  Sorry to hear that. Praying!"
positive,IM GOING HOMEEEEE
positive,@wearswithheels
positive,@checkers thanks. That's what happens when you rush- painful lesson learned
positive,@andyclemmensen @bradiewebbstack @shaundiviney you guys now have to follow me cause i tweeted heaps to get u 3 into trending topics!
negative,@mallorynelson So I laid out all day and it just wasn't the same without my Mally and DMG chicken fingers ...  Come back please!
negative,I kinda wish I had Jenny Lewis tickets for tonight.
positive,i love you eoghan!  x
positive,ps liam we're going to look like tools on the train to the city  hopefully we can scare some old people
negative,aw. still raining..
positive,"@youromegagirl WoW! Get some rest at some point omegagirl, before your omega-out on your feet!!! And did you say rat poop or rats???"
negative,Really can't concentrate
negative,"Back home, borrowing Mom's Suburban, &amp; hoping that it doesn't cost a fortune to repair my car."
negative,"Going to work this afternoon, not in a really good mood. Hmm and need to work tommorrow again.... On Saturday!?"
positive,"@JaciWalker I'd like #Bones and Booth to come together, and then deal with what happens next. Sexual tension can still exist after that"
negative,i want to get my @cocoandbreezy shades  !!!
positive,@Welshracer @angelroxy  Thank you
negative,@chamillionaire Wish I could go. Gotta work.
positive,@eviestool   my DH is from Minnesota &amp; his folks still live in Rochester.  we go back every summer &amp; drive Up North for a few days to fish
positive,@rhyanoutrageous thank you
positive,"cant wait to watch the hills finalee, and the mtv movie awards."
positive,"A Irse d Tono cn mis patas carretas (? xD @kmsonreir,@liss_Lovato,Rossie05@Joice25,@Angelaah,@ Mariana y @ Hilary"
positive,"@DSLemming as you can see, we've been busy with a wealth of brand new content"
positive,@gofresco you laugh cuz it's true
negative,Good Morning...its early as shit!  but I'm on the way to the A to see my baby!!!
negative,something random: I live in Charlottesville but I'm not a fan of DMB.  The instrumentals are decent? until Dave Matthews opens his mouth
negative,http://twitpic.com/7jtb5 - my macbooks band-aid
negative,ugg that was so boring! it sucks because i still have to go for two more days.  i dont wanna!
negative,@CristaltheGreat  everbody gets u BUT me. Sniffle sniffle
negative,the da vinci code sucked big donkey balls...
negative,man I miss my boyfriend
negative,@moose73 8am at work goddammit  !!
positive,"@NickArchuleta Oh alrighty. G'night mate!  LOL is that how they say it in the UK? Anyways, night! Haha."
negative,so sad no more shipwrecked for another year
negative,@LayDown28 man I don't know... they been there a few months and he actually almost cries when he is speakin back to her. Sad
negative,I just got done playing my Death Knight on Eredar (PvP). My second night in Hellfire Peninsula and I still have not engaged in any PvP
negative,@willminey yups i am  so's chioma and matty.j. when are you coming in for??
negative,I bowled horribly. Scored a 93
positive,@m_callahan http://twitpic.com/63fb7 - you guys are so cute
positive,"@CottonCandyKiss yay, i've added her! She is so damn hearty &lt;3"
negative,@BillyTatu  poor boo-dilly. No Vegas i guess
negative,@lesliealison wooowwww this just made me so sad/happy at the same time! miss you
negative,@RealtalkHeem nope  lol
negative,@looobaa cold war and WW1.  im gonna do so bad.
negative,Going to be late because I have to take the bus  but chris is here so it's fine
negative,ITS NOT ENOUGH TO SAY THAT IMISS U
negative,Lovin the northbay.. Don't want to leave tomorrow
negative,Gotta go to the doctor's again
positive,@BlackTy205 yup for real great cant wait to hear it
positive,http://www.waldronentertainment.com  BITCHESSS. | Gettin new ink today. Ha-zaaaaa.
negative,@mag_nation really sad about McGills.  We buy technical books for our business  &amp; arch. books for ourselves from their Brisbane store
negative,@marcxious at work meeting deadlines
negative,"@mooradely oh, i am sorry to hear that"
negative,looks like we won't be going out after all
positive,"@kevindingo cool, look forward to seeing it  !"
negative,i have a heavy heart coz i have a love i cant be with coz shes already taken... why so cruel the grips of emotions it has on our  beings!
positive,"@zappos Congrats, happy 10th anniversary"
negative,"blahhh, my throat is sore &amp; i keep coughing. i hate being sick"
positive,@bradbig thank you sir
positive,"Dressing up.  Oh, why did I start that dressing up trunk?"
negative,"@GustavoArellano  I'm sorry to hear about the passing of your abuelita, which reminds me that I should call mine, who is 85."
negative,Glad that many people used Target's Facebook app to steer donations. Sad National Parks &amp; Kids In Need received the least votes tho  #fb
negative,The coffee maker broke at the studio! This is like the saddest day ever..  fml http://tinyurl.com/nq6gcn
positive,@Zachary_Daniel nice! i didn't think mom and dad were giving you that until next week!
positive,I am finally finally home!!!
negative,"Changing the background image should not require an Act-of-God, and a note from my Mommy. #Vexed!"
negative,LOL @lilianlee_ !! @_Theresa_Tran  I think im performin up there. Last time there I was shit so if anyone wants to come...wud be good
negative,"#asot400 he said video should be up... but it is not.  Lovin' the audio, tho!"
positive,"@ddsnorth I visited your myspace gallery!  Nice Work, very creative!  And enjoyed listening to Frank Sinatra too"
positive,"@leonkay Send us a Twitpic,cheers!!!"
negative,@nenalyzed I know  i WILL get it eventually!
negative,I need a hug really badly
positive,@ambertb20  Kendra's on TWITTER!!  I knew you'd wanna know!  @kendrawilkinson
positive,@tburgg I just I invited you silly ... Cause I love my  @Sasquatch
positive,@wimberlyy well come and ill give you free coffee
negative,@iyamisa I MISS YOU TOO BEST!!!!  Monday please??
negative,@PragueBob i'm so sorry. news like that is sobering...no need to be cheerful.
positive,"@dragonsinger57 that's all you can hope 4, lesson learned  If it's any consolation ours all learned something"
positive,mmm pink hair again  yay summer&lt;3
negative,@dana_mitchell me tooo
positive,@tjt72 My heart filled up with so much joy
negative,@BestJustin that's sad
positive,@jakemay1 you are very welcome!
negative,I wish @iamjazmine didnt go to sleep  now im reminiscing by myself!
positive,My Momma was is in The Globe today!!  Pullout section - A Salute to Nurses.  She's my hero!!  will link when online
positive,"Having a busy Wednesday at work. Knock down one roadblock, bump into 2 others. Patience level good. So Far. Don't Push It!!! LOL"
negative,Aaarrrggg - Mrs S has been upgraded but I haven't   Will see what they can do on the plane.
positive,@despairxfactor so this is how it feels to be nocturnal  lol
positive,@robluketic Hang in there! Can't wait to see the fruits of your labor! Luv back to ya!
positive,@BatiFans Who's getting Corsi's ride then? I'll take it!
negative,hey peoples! i just woke up! but i wont be on much today
positive,@afaliah yayyyyyyy  hope your doing yo thang at the studio. we need some gallons of hand sanitizer wen we go back on wed.
positive,"@lanaveenker awesome, have a great time!!  when does airing start?"
positive,@ordinary__ welcome   but I'm going to miss T.M.E but I understand :|
positive,"bah!  i forgot my password.. very sad, but now i'm back so it's all better!"
positive,Hanging out @ home. Then besito for dinner
negative,"Bought potted flowers for my, &amp; JPs mom. Now I wish I had a yard so I could buy myself a bunch! I miss flower gardening terribly bad"
positive,@bigwelsh I use PocketTwit to Twit from my HTC Touch HD
positive,I have the best husband EVER!! Breakfast ready when my sleepyhead woke up!
negative,"I'm fed up of this working lark, I don't get to spend enough time on Twitter, I miss my Tweeple"
negative,catching up with alicia: D:   i miss you
negative,**but that means no netball next weekend
positive,laugh to erase the dirt on your mind.
negative,Sitting in my hotel roommm! I miss Kellan
positive,@billyraycyrus you amaze me  I love how kind you are to everyone and you seem totally grounded
negative,"@carlylive But, if it's what ur heart tells u then it's what that means. But i'll miss you though I just started getting to kno u guys"
positive,"finally started on this paper!! woohoo!! i am finally being productive.anywho, only doing the outline for now. then off to this bbq."
negative,I miss the bf already ..
negative,Too much ice cream...not feeling well
positive,it's House MD time.... can't wait to see what happens now...
positive,@Fearnecotton was following you on t.v looked fun!! Hot bath and p.j's later
negative,@HautTotes i know  sugar is so addictive.. right now i want salt though lol what did you see?
positive,"@spiderxbear he had a g string on it. and he was like &quot;I hope these are clean, cos I'm gonna put them close to my mouth.&quot;"
positive,got done with the mothers day cookout.. everyone is leaving   we all had fun though!
negative,"i just cried because I watched the last episode of The O.C. I'm sad it's over.  I need to buy the third one of, One Tree Hill."
negative,just killed his iPhone trying to Pwn it.
negative,@maryk3lly ive no pic!!!  to fast at the finish line lol_its years ago_but im looking 4 a photo ;)
negative,Thank you!! Unfortunately now I have to spend the summer studying.  Congratulations for Chris!! I wish I could be there!! @pappasny
negative,"done her final maths gcse today, was really easy? was it easy coz im smart or easy coz im thick?? a tad worried now  xxx"
positive,extremely tired I want someone to sing me to sleep
positive,the movie UP made me really happy...  it was fantastic. just as great or maybe even better than WALL-E! pixar rocks!
negative,@DearPanda Your ahead of me now. I only have 35.  But congrats.
positive,now i'm going shopping! i hope that i'll find something nice to cheer me up a little bit
negative,im getting a coldddd  cough coughh! better go get ready seen as megan said go to hers for 5pm...so not going to happen :|
negative,I feel like i'm gonna puke  ...2 more hours of work
negative,"@endlessblush hahah you're a cow :p i can't even have malted milkshakes anymore life is teh bumz  and yes, follow teh awesome person"
positive,@RachelGFox - Thanks for the telling me Rachel  Can't wait to buy it!! Great job on the Taylor swift song
negative,"@verycris yeah, i know it isn't  how's baby nicholas? did you know rachelle from bebedawl's over in england?! x"
negative,What's wrong with T-Mobile 3G today? Terribly slow or no connection at all.
positive,@nicolerichie Ive just watched your dad live on BBC hes sooo good
positive,Is sooooo tired. I wish I was w/ Heather. I love her
negative,"so sick of this shit, lifes not meant to be easy but not this fucking hard"
negative,NOT looking good for skating on the WNS tonight...
negative,I'm trying to play &quot;Georgiana&quot; by Dario Marianelli in my piano but   I need more practice! lol my piano skills are really bad right now!
negative,@NateEaton Hope you don't mind Nate I called you by your full name.
positive,"flo rida=pleasantly suprised  lady gaga=insane&amp;amazing. kelly clarkson=best&amp;fav of the night. bep=huge disappointment,couldnt hear fergie"
positive,"@Lesley_M I'll gladly take that sunshine  this place needs warming up, sitting here and its 10 degrees outside (not much better inside)."
positive,"I go to sleep, because is so late, and tomorrow will be a very active day ......"
negative,My Nanna had a fall today and busted her leg on the pavement.
positive,Playing capture the flag  fuck yeah
positive,Had the best day  watched my brother kick the top of the post in footy and miss from 4m out with no defence on him!! classic :p
positive,Bad signal remove script in full power finished  no more bad signals and pings
positive,@rachelbeer Buy a travel cup and brew your own at home!
positive,@sakurajewellery  Sweet Beans! Thanks!
positive,@susan52 thanks Susan  Have a look at http://bit.ly/19yGB3 for some of the the places I use to promote
negative,"@uncpenguin @reagank @gametroll @bridgetem thanks guys! I saw that, but I guess it didn't register. I was so excited about that too!"
positive,"@MaryG_PR Thanks, I can't wait to find out what I get to work on! Don't be surprised if you get a call or two next year..."
negative,Feel really yuck - dunno if its a bug or what
positive,pink cupcakes heal all wounds
negative,i want to go to the movie night so badly but my cramps are killing me
negative,"@__p damn, wish you were here! i want to do a tri too! i'm just... so not a runner. can't i just skip that part? srs shin splints"
positive,"To let everyone know. Everything is going great. If it wasn't I would be calling you all  So no worries. Super excited, great tme."
negative,Reya is showing me her hotel in San Fran...so fancy. I wish i was there
positive,with my boyfriend
negative,At the airport in corpus. I hope this last time i have to do this for a very long time. I hate this
positive,"Brilliant, I now have a face"
